movie_name,distributor,release_date,release_year,total_audience,log_total_audience,detail_url
Çılgın Hırsız 3,UIP,25 Ağustos 2017,2017,999234,13.814744264436369,https://boxofficeturkiye.com/film/cilgin-hirsiz-3--2012116
Logan: Wolverine,TME,3 Mart 2017,2017,901706,13.712043803563676,https://boxofficeturkiye.com/film/logan-wolverine--2012225
Şirinler: Kayıp Köy,WB,7 Nisan 2017,2017,843639,13.64547995695913,https://boxofficeturkiye.com/film/sirinler-kayip-koy--2011551
Arabalar 3,UIP,16 Haziran 2017,2017,829942,13.629111097813022,https://boxofficeturkiye.com/film/arabalar-3--2013208
Thor: Ragnarok,UIP,27 Ekim 2017,2017,795596,13.586846798297229,https://boxofficeturkiye.com/film/thor-ragnarok--2011932
Mumya,UIP,9 Haziran 2017,2017,793593,13.584326014349383,https://boxofficeturkiye.com/film/mumya--2012081
Transformers 5: Son Şövalye,UIP,23 Haziran 2017,2017,785055,13.573509058004467,https://boxofficeturkiye.com/film/transformers-5-son-sovalye--2013139
Maymunlar Cehennemi: Savaş,TME,14 Temmuz 2017,2017,769557,13.553570303591796,https://boxofficeturkiye.com/film/maymunlar-cehennemi-savas--2012110
Justice League: Adalet Birliği,WB,17 Kasım 2017,2017,730815,13.501915628726904,https://boxofficeturkiye.com/film/justice-league-adalet-birligi--2013094
Tatlım Tatlım,CGV Mars,17 Mart 2017,2017,726990,13.496668001262869,https://boxofficeturkiye.com/film/tatlim-tatlim--2013281
John Wick 2,ChF,10 Şubat 2017,2017,729221,13.49973212005546,https://boxofficeturkiye.com/film/john-wick-2--2013136
Örümcek-Adam: Eve Dönüş,WB,7 Temmuz 2017,2017,707320,13.469238459168913,https://boxofficeturkiye.com/film/orumcek-adam-eve-donus--2011887
Maide'nin Altın Günü,UIP,8 Aralık 2017,2017,780329,13.567470904607118,https://boxofficeturkiye.com/film/maide-nin-altin-gunu--2013876
Vezir Parmağı,Pin.,25 Ocak 2017,2017,663675,13.40554785080366,https://boxofficeturkiye.com/film/vezir-parmagi--2012807
Cingöz Recai: Bir Efsanenin Dönüşü,CGV Mars,13 Ekim 2017,2017,655693,13.393447970580878,https://boxofficeturkiye.com/film/cingoz-recai-bir-efsanenin-donusu--2013369
Kurtlar Vadisi Vatan,CGV Mars,29 Eylül 2017,2017,634898,13.361219635051201,https://boxofficeturkiye.com/film/kurtlar-vadisi-vatan--2013767
Ay Lav Yu Tuu,UIP,22 Eylül 2017,2017,608204,13.318265630987726,https://boxofficeturkiye.com/film/ay-lav-yu-tuu--2013305
Patron Bebek,TME,31 Mart 2017,2017,614845,13.329125482502796,https://boxofficeturkiye.com/film/patron-bebek--2012649
Kardeşim Benim 2,UIP,24 Kasım 2017,2017,573605,13.259696285105427,https://boxofficeturkiye.com/film/kardesim-benim-2--2013694
Sonsuz Aşk,UIP,24 Mart 2017,2017,568505,13.25076538720881,https://boxofficeturkiye.com/film/sonsuz-ask--2013070
Mutluluk Zamanı,CGV Mars,10 Kasım 2017,2017,571488,13.255998764621227,https://boxofficeturkiye.com/film/mutluluk-zamani--2013846
Yol Ayrımı,UIP,10 Kasım 2017,2017,519407,13.160443055208919,https://boxofficeturkiye.com/film/yol-ayrimi--2013665
Star Wars: Son Jedi,UIP,13 Aralık 2017,2017,608551,13.318836000551702,https://boxofficeturkiye.com/film/star-wars-son-jedi--2012778
Karanlığın Elli Tonu,UIP,10 Şubat 2017,2017,506777,13.13582634360529,https://boxofficeturkiye.com/film/karanligin-elli-tonu--2012766
İstanbul Kırmızısı,CGV Mars,3 Mart 2017,2017,504765,13.131848253415543,https://boxofficeturkiye.com/film/istanbul-kirmizisi--2013280
Şansımı Seveyim,UIP,25 Ağustos 2017,2017,504625,13.131570858155241,https://boxofficeturkiye.com/film/sansimi-seveyim--2013692
Yeni Nesil Ajan: Xander Cage'in Dönüşü,UIP,27 Ocak 2017,2017,501575,13.125508426548402,https://boxofficeturkiye.com/film/yeni-nesil-ajan-xander-cage-in-donusu--2013141
Siccin 4,TME,1 Eylül 2017,2017,476880,13.075020165893807,https://boxofficeturkiye.com/film/siccin-4--2013584
Wonder Woman,WB,2 Haziran 2017,2017,472966,13.066778783283699,https://boxofficeturkiye.com/film/wonder-woman--2013095
Uzay Yolcuları,WB,13 Ocak 2017,2017,468861,13.058061628234062,https://boxofficeturkiye.com/film/uzay-yolculari--2012928
Maşa ile Koca Ayı,CGV Mars,21 Nisan 2017,2017,468793,13.057916585392846,https://boxofficeturkiye.com/film/masa-ile-koca-ayi--2013435
4N1K,CGV Mars,12 Mayıs 2017,2017,463196,13.045905569625052,https://boxofficeturkiye.com/film/4n1k--2013322
Cumali Ceber: Allah Seni Alsın,ChF,4 Ağustos 2017,2017,461349,13.041910085452603,https://boxofficeturkiye.com/film/cumali-ceber-allah-seni-alsin--2013758
Kong: Kafatası Adası,WB,10 Mart 2017,2017,418077,12.943420905068534,https://boxofficeturkiye.com/film/kong-kafatasi-adasi--2012279
O,WB,15 Eylül 2017,2017,401459,12.90286069009363,https://boxofficeturkiye.com/film/o--2013330
Çin Seddi,UIP,30 Aralık 2016,2017,390023,12.873960990725884,https://boxofficeturkiye.com/film/cin-seddi--2012870
Sen Kiminle Dans Ediyorsun?,CGV Mars,17 Kasım 2017,2017,389595,12.8728630169926,https://boxofficeturkiye.com/film/sen-kiminle-dans-ediyorsun--2013875
Galaksinin Koruyucuları 2,UIP,28 Nisan 2017,2017,385357,12.861925456345421,https://boxofficeturkiye.com/film/galaksinin-koruyuculari-2--2012401
Deli Aşk,CGV Mars,10 Mart 2017,2017,376367,12.838320010161258,https://boxofficeturkiye.com/film/deli-ask--2013450
Hep Yek 2,TME,13 Ocak 2017,2017,372557,12.828145325229594,https://boxofficeturkiye.com/film/hep-yek-2--2013224
Öteki Taraf,CGV Mars,8 Aralık 2017,2017,391485,12.877702479502743,https://boxofficeturkiye.com/film/oteki-taraf--2013656
Kara Kule,WB,4 Ağustos 2017,2017,361269,12.797378112181411,https://boxofficeturkiye.com/film/kara-kule--2010916
Kötü Çocuk,UIP,20 Ocak 2017,2017,358192,12.788824434467664,https://boxofficeturkiye.com/film/kotu-cocuk--2013306
Dunkirk,WB,21 Temmuz 2017,2017,347705,12.759109698105386,https://boxofficeturkiye.com/film/dunkirk--2013051
Kabuktaki Hayalet,UIP,31 Mart 2017,2017,326026,12.694732411769843,https://boxofficeturkiye.com/film/kabuktaki-hayalet--2012779
Kral Arthur: Kılıç Efsanesi,WB,12 Mayıs 2017,2017,320948,12.679034395220274,https://boxofficeturkiye.com/film/kral-arthur-kilic-efsanesi--2012262
Fırıldak Ailesi,CGV Mars,3 Şubat 2017,2017,314939,12.660134248261384,https://boxofficeturkiye.com/film/firildak-ailesi--2012490
Ketenpere,UIP,3 Kasım 2017,2017,299180,12.608800677928452,https://boxofficeturkiye.com/film/ketenpere--2013807
Aşıklar Şehri,TME,30 Aralık 2016,2017,321601,12.68106692573485,https://boxofficeturkiye.com/film/asiklar-sehri--2012772
Yedinci Hayat,CGV Mars,1 Eylül 2017,2017,304096,12.625098720011042,https://boxofficeturkiye.com/film/yedinci-hayat--2013626
Testere: Jigsaw Efsanesi,TME,3 Kasım 2017,2017,277520,12.53364828164363,https://boxofficeturkiye.com/film/testere-jigsaw-efsanesi--2013496
Annabelle: Kötülüğün Doğuşu,WB,18 Ağustos 2017,2017,260527,12.47046178163761,https://boxofficeturkiye.com/film/annabelle-kotulugun-dogusu--2013331
Acı Tatlı Ekşi,CGV Mars,22 Aralık 2017,2017,622674,13.34177838633539,https://boxofficeturkiye.com/film/aci-tatli-eksi--2013278
Güzel ve Çirkin,UIP,17 Mart 2017,2017,249436,12.426957648242565,https://boxofficeturkiye.com/film/guzel-ve-cirkin--2012780
Halka 3,UIP,3 Şubat 2017,2017,243393,12.402432699877966,https://boxofficeturkiye.com/film/halka-3--2012618
Bölük,UIP,20 Ekim 2017,2017,241916,12.396345837445077,https://boxofficeturkiye.com/film/boluk--2013693
Kingsman: Altın Çember,TME,22 Eylül 2017,2017,241373,12.39409873383424,https://boxofficeturkiye.com/film/kingsman-altin-cember--2012995
OHA Diyorum,TME,3 Kasım 2017,2017,230618,12.348517941012766,https://boxofficeturkiye.com/film/oha-diyorum--2013823
Doğu Ekspresinde Cinayet,TME,10 Kasım 2017,2017,228927,12.34115845442352,https://boxofficeturkiye.com/film/dogu-ekspresinde-cinayet--2013024
Resident Evil: Son Bölüm,WB,24 Şubat 2017,2017,224921,12.323504508421507,https://boxofficeturkiye.com/film/resident-evil-son-bolum--2011735
Damat Takımı,CGV Mars,20 Ekim 2017,2017,236700,12.374548795502076,https://boxofficeturkiye.com/film/damat-takimi--2013825
Yaratık: Covenant,TME,12 Mayıs 2017,2017,209266,12.251361448988867,https://boxofficeturkiye.com/film/yaratik-covenant--2012994
Barry Seal: Kaçakçı,UIP,8 Eylül 2017,2017,205009,12.230809159595886,https://boxofficeturkiye.com/film/barry-seal-kacakci--2012767
Kaptan Düşükdon: Destansı İlk Film,TME,2 Haziran 2017,2017,202060,12.216319961981723,https://boxofficeturkiye.com/film/kaptan-dusukdon-destansi-ilk-film--2012648
Valerian ve Bin Gezegen İmparatorluğu,TME,27 Temmuz 2017,2017,191779,12.164098946386016,https://boxofficeturkiye.com/film/valerian-ve-bin-gezegen-imparatorlugu--2013080
Sarışın Bomba,ChF,27 Temmuz 2017,2017,190647,12.158178829520676,https://boxofficeturkiye.com/film/sarisin-bomba--2013317
Sümela'nın Şifresi 3: Cünyor Temel,UIP,7 Nisan 2017,2017,189367,12.151442210129035,https://boxofficeturkiye.com/film/sumela-nin-sifresi-3-cunyor-temel--2013304
Reis,CGV Mars,3 Mart 2017,2017,189074,12.149893751803726,https://boxofficeturkiye.com/film/reis--2013010
Dangal,CGV Mars,18 Ağustos 2017,2017,182304,12.113430902280122,https://boxofficeturkiye.com/film/dangal--2013772
Hayat,WB,24 Mart 2017,2017,176137,12.079017380307969,https://boxofficeturkiye.com/film/hayat--2013368
Uzaydan Gelen Fırtına,WB,20 Ekim 2017,2017,176092,12.078761864718707,https://boxofficeturkiye.com/film/uzaydan-gelen-firtina--2012263
Babam,UIP,6 Ekim 2017,2017,171446,12.052023627201876,https://boxofficeturkiye.com/film/babam--2013697
My Little Pony Filmi,TME,6 Ekim 2017,2017,166894,12.02511415933326,https://boxofficeturkiye.com/film/my-little-pony-filmi--2013257
Blade Runner 2049: Bıçak Sırtı,WB,6 Ekim 2017,2017,164376,12.009911765545851,https://boxofficeturkiye.com/film/blade-runner-2049-bicak-sirti--2013131
Karlar Kraliçesi 3: Ateş ve Buz,CGV Mars,24 Şubat 2017,2017,163900,12.00701176473192,https://boxofficeturkiye.com/film/karlar-kralicesi-3-ates-ve-buz--2013111
Tam Gaz,WB,30 Haziran 2017,2017,161794,11.99407920010065,https://boxofficeturkiye.com/film/tam-gaz--2012925
Biz Size Döneriz,Pin.,31 Mart 2017,2017,157021,11.96413483334743,https://boxofficeturkiye.com/film/biz-size-doneriz--2013325
Pepee: Birlik Zamanı,CGV Mars,20 Ocak 2017,2017,151249,11.926682764300983,https://boxofficeturkiye.com/film/pepee-birlik-zamani--2013303
Süperstar,CGV Mars,20 Ekim 2017,2017,162567,11.998845503468777,https://boxofficeturkiye.com/film/superstar--2013883
Ölüm Günün Kutlu Olsun,UIP,13 Ekim 2017,2017,148870,11.910828720871104,https://boxofficeturkiye.com/film/olum-gunun-kutlu-olsun--2013635
Ferdinand,TME,22 Aralık 2017,2017,515132,13.152178457483513,https://boxofficeturkiye.com/film/ferdinand--2011913
Balerin ve Afacan Mucit,CGV Mars,4 Ağustos 2017,2017,141638,11.861029785821149,https://boxofficeturkiye.com/film/balerin-ve-afacan-mucit--2011885
Parçalanmış,UIP,17 Şubat 2017,2017,136776,11.826099830182946,https://boxofficeturkiye.com/film/parcalanmis--2012998
Doru,CGV Mars,7 Temmuz 2017,2017,140255,11.85121747337336,https://boxofficeturkiye.com/film/doru--2013540
Neşeli Dalgalar: Dalgamanya,Bir Film,10 Mart 2017,2017,138551,11.83899376787605,https://boxofficeturkiye.com/film/neseli-dalgalar-dalgamanya--2013465
Bak Şu Leyleğe,TME,20 Ekim 2017,2017,123038,11.720248529730895,https://boxofficeturkiye.com/film/bak-su-leylege--2013703
Çizgi Ötesi,WB,1 Aralık 2017,2017,114991,11.65260914341328,https://boxofficeturkiye.com/film/cizgi-otesi--2013339
Emoji Filmi,WB,8 Eylül 2017,2017,111643,11.623061559378067,https://boxofficeturkiye.com/film/emoji-filmi--2013077
Belalı Tanık,Pin.,18 Ağustos 2017,2017,111013,11.617402590553914,https://boxofficeturkiye.com/film/belali-tanik--2013271
Bordo Bereliler Suriye,CGV Mars,7 Nisan 2017,2017,110948,11.616816902060368,https://boxofficeturkiye.com/film/bordo-bereliler-suriye--2013556
Müslüm,CGV Mars,26 Ekim 2018,2018,6480563,15.684317947270422,https://boxofficeturkiye.com/film/muslum--2014050
Arif v 216,CGV Mars,5 Ocak 2018,2018,4976367,15.42021066470075,https://boxofficeturkiye.com/film/arif-v-216--2013731
Ailecek Şaşkınız,CGV Mars,2 Mart 2018,2018,4034858,15.210481666997538,https://boxofficeturkiye.com/film/ailecek-saskiniz--2013792
Yol Arkadaşım 2,CJ ENM,12 Ekim 2018,2018,2343218,14.667035756268819,https://boxofficeturkiye.com/film/yol-arkadasim-2--2014282
Deliha 2,CGV Mars,12 Ocak 2018,2018,2106154,14.560374093409056,https://boxofficeturkiye.com/film/deliha-2--2013724
Avengers: Sonsuzluk Savaşı,UIP,27 Nisan 2018,2018,1909967,14.462596522386644,https://boxofficeturkiye.com/film/avengers-sonsuzluk-savasi--2012399
Hedefim Sensin,CJ ENM,30 Kasım 2018,2018,1896782,14.455669324021498,https://boxofficeturkiye.com/film/hedefim-sensin--2014280
Rafadan Tayfa Dehliz Macerası,CGV Mars,26 Ekim 2018,2018,1802339,14.404595823763588,https://boxofficeturkiye.com/film/rafadan-tayfa-dehliz-macerasi--2013324
Enes Batur Hayal mi Gerçek mi?,TME,19 Ocak 2018,2018,1483848,14.210149271587564,https://boxofficeturkiye.com/film/enes-batur-hayal-mi-gercek-mi--2013927
Bizim İçin Şampiyon,CJ ENM,7 Aralık 2018,2018,2578074,14.762553166491339,https://boxofficeturkiye.com/film/bizim-icin-sampiyon--2014320
Çakallarla Dans 5,CJ ENM,8 Kasım 2018,2018,1415733,14.163157976134224,https://boxofficeturkiye.com/film/cakallarla-dans-5--2014281
Deadpool 2,TME,18 Mayıs 2018,2018,1374325,14.133473259456583,https://boxofficeturkiye.com/film/deadpool-2--2013642
İnanılmaz Aile 2,UIP,22 Ağustos 2018,2018,1267415,14.052489951054792,https://boxofficeturkiye.com/film/inanilmaz-aile-2--2013298
Coco,UIP,19 Ocak 2018,2018,982347,13.797699885408287,https://boxofficeturkiye.com/film/coco--2011928
Hadi Be Oğlum,CGV Mars,16 Şubat 2018,2018,965066,13.779951771764757,https://boxofficeturkiye.com/film/hadi-be-oglum--2013860
Jurassic World: Yıkılmış Krallık,UIP,8 Haziran 2018,2018,908140,13.719153830720169,https://boxofficeturkiye.com/film/jurassic-world-yikilmis-krallik--2012888
Labirent: Son İsyan,TME,26 Ocak 2018,2018,892197,13.701442239195867,https://boxofficeturkiye.com/film/labirent-son-isyan--2012759
Venom: Zehirli Öfke,WB,5 Ekim 2018,2018,890596,13.699646180505509,https://boxofficeturkiye.com/film/venom-zehirli-ofke--2013590
Cebimdeki Yabancı,CGV Mars,2 Şubat 2018,2018,846833,13.649258787724435,https://boxofficeturkiye.com/film/cebimdeki-yabanci--2013991
Kafalar Karışık,TME,7 Aralık 2018,2018,864706,13.670144843747162,https://boxofficeturkiye.com/film/kafalar-karisik--2014273
Bizim Köyün Şarkısı,CGV Mars,30 Mart 2018,2018,799858,13.592189490895075,https://boxofficeturkiye.com/film/bizim-koyun-sarkisi--2013599
Black Panther,UIP,16 Şubat 2018,2018,718743,13.485259131915837,https://boxofficeturkiye.com/film/black-panther--2012400
Mission: Impossible - Yansımalar,UIP,27 Temmuz 2018,2018,645061,13.377100164949516,https://boxofficeturkiye.com/film/mission-impossible-yansimalar--2013479
Siccin 5,TME,17 Ağustos 2018,2018,633391,13.358843203955098,https://boxofficeturkiye.com/film/siccin-5--2013939
Meg: Derinlerdeki Dehşet,WB,10 Ağustos 2018,2018,615272,13.32981972543603,https://boxofficeturkiye.com/film/meg-derinlerdeki-dehset--2013329
Kayhan,CGV Mars,9 Şubat 2018,2018,602084,13.308152249440592,https://boxofficeturkiye.com/film/kayhan--2013900
Bohemian Rhapsody,TME,2 Kasım 2018,2018,632461,13.357373837603701,https://boxofficeturkiye.com/film/bohemian-rhapsody--2013645
Ölümlü Dünya,UIP,26 Ocak 2018,2018,585498,13.280218046130216,https://boxofficeturkiye.com/film/olumlu-dunya--2013696
Deliler Fatih'in Fermanı,CGV Mars,23 Kasım 2018,2018,579064,13.269168285852416,https://boxofficeturkiye.com/film/deliler-fatih-in-fermani--2014309
Fantastik Canavarlar: Grindelwald'ın Suçları,WB,16 Kasım 2018,2018,577163,13.265880001263094,https://boxofficeturkiye.com/film/fantastik-canavarlar-grindelwald-in-suclari--2013366
Otel Transilvanya 3: Yaz Tatili,WB,13 Temmuz 2018,2018,575076,13.26225748495833,https://boxofficeturkiye.com/film/otel-transilvanya-3-yaz-tatili--2012987
Kaybedenler Kulübü Yolda,UIP,16 Mart 2018,2018,570373,13.25404581175851,https://boxofficeturkiye.com/film/kaybedenler-kulubu-yolda--2013866
Ant-Man ve Wasp,UIP,6 Temmuz 2018,2018,517025,13.155846508220877,https://boxofficeturkiye.com/film/ant-man-ve-wasp--2013299
Cici Babam,CGV Mars,20 Nisan 2018,2018,440458,12.99557037361513,https://boxofficeturkiye.com/film/cici-babam--2013729
Özgürlüğün Elli Tonu,UIP,9 Şubat 2018,2018,426029,12.962262698051873,https://boxofficeturkiye.com/film/ozgurlugun-elli-tonu--2012764
Maşa ile Koca Ayı 2: Sonsuz Arkadaşlık,CGV Mars,20 Nisan 2018,2018,418440,12.944288789457698,https://boxofficeturkiye.com/film/masa-ile-koca-ayi-2-sonsuz-arkadaslik--2013735
Gökdelen,UIP,13 Temmuz 2018,2018,414227,12.934169411719644,https://boxofficeturkiye.com/film/gokdelen--2013609
Aquaman,WB,28 Aralık 2018,2018,1100819,13.91156500618668,https://boxofficeturkiye.com/film/aquaman--2013202
Grinç,UIP,23 Kasım 2018,2018,372923,12.829127242999103,https://boxofficeturkiye.com/film/grinc--2012115
Facia Üçlü,TME,24 Ağustos 2018,2018,361018,12.79668309756782,https://boxofficeturkiye.com/film/facia-uclu--2014221
Kral Şakir Oyun Zamanı,CGV Mars,11 Mayıs 2018,2018,346964,12.756976307149271,https://boxofficeturkiye.com/film/kral-sakir-oyun-zamani--2013728
Üç Harfliler: Beddua,TME,15 Haziran 2018,2018,339737,12.735927067852334,https://boxofficeturkiye.com/film/uc-harfliler-beddua--2013938
Rampage: Büyük Yıkım,WB,13 Nisan 2018,2018,327476,12.699170048929407,https://boxofficeturkiye.com/film/rampage-buyuk-yikim--2013400
Tomb Raider,WB,16 Mart 2018,2018,317387,12.667877128453675,https://boxofficeturkiye.com/film/tomb-raider--2013355
Görevimiz Tatil,UIP,23 Şubat 2018,2018,315086,12.660600896418735,https://boxofficeturkiye.com/film/gorevimiz-tatil--2013695
Ölümcül Makineler,UIP,7 Aralık 2018,2018,314951,12.660172350152195,https://boxofficeturkiye.com/film/olumcul-makineler--2013481
Jumanji: Vahşi Orman,WB,29 Aralık 2017,2018,313443,12.655372804342365,https://boxofficeturkiye.com/film/jumanji-vahsi-orman--2012927
Göktaşı,CGV Mars,28 Eylül 2018,2018,312207,12.651421708336773,https://boxofficeturkiye.com/film/goktasi--2014318
Ocean's 8,WB,15 Haziran 2018,2018,310338,12.645417305072016,https://boxofficeturkiye.com/film/ocean-s-8--2013401
Börü,CGV Mars,28 Aralık 2018,2018,575959,13.263791756589017,https://boxofficeturkiye.com/film/boru--2013936
Can Feda,UIP,6 Nisan 2018,2018,293604,12.589987199607894,https://boxofficeturkiye.com/film/can-feda--2013698
Bizi Hatırla,CJ ENM,23 Kasım 2018,2018,294689,12.593675841934816,https://boxofficeturkiye.com/film/bizi-hatirla--2014288
Bumblebee,UIP,21 Aralık 2018,2018,347596,12.7587961648273,https://boxofficeturkiye.com/film/bumblebee--2013138
4N1K 2,CGV Mars,4 Mayıs 2018,2018,267847,12.498171200947708,https://boxofficeturkiye.com/film/4n1k-2--2014044
İlk Arınma Gecesi,UIP,20 Temmuz 2018,2018,265484,12.489309854194719,https://boxofficeturkiye.com/film/ilk-arinma-gecesi--2013559
Bücür,CJ ENM,21 Eylül 2018,2018,259721,12.467363256915334,https://boxofficeturkiye.com/film/bucur--2013730
Dehşetin Yüzü,WB,21 Eylül 2018,2018,245363,12.41049402564524,https://boxofficeturkiye.com/film/dehsetin-yuzu--2013589
Ahlat Ağacı,CGV Mars,1 Haziran 2018,2018,246766,12.416195798151975,https://boxofficeturkiye.com/film/ahlat-agaci--2014239
Ruhlar Bölgesi: Son Anahtar,WB,12 Ocak 2018,2018,234025,12.363183226239945,https://boxofficeturkiye.com/film/ruhlar-bolgesi-son-anahtar--2013338
Pasifik Savaşı: İsyan,UIP,23 Mart 2018,2018,230319,12.34722058349129,https://boxofficeturkiye.com/film/pasifik-savasi-isyan--2012329
Küçük Ayak,WB,28 Eylül 2018,2018,225617,12.326594150376954,https://boxofficeturkiye.com/film/kucuk-ayak--2013671
Oflu Hoca Trakya'da,UIP,13 Nisan 2018,2018,212285,12.265684990461317,https://boxofficeturkiye.com/film/oflu-hoca-trakya-da--2013700
İstanbul Muhafızları: Ab-ı Hayat Çeşmesi,CGV Mars,5 Ekim 2018,2018,212246,12.265501258295187,https://boxofficeturkiye.com/film/istanbul-muhafizlari-ab-i-hayat-cesmesi--2014373
Direniş Karatay,CGV Mars,9 Mart 2018,2018,203383,12.222846179949288,https://boxofficeturkiye.com/film/direnis-karatay--2013956
Sessiz Bir Yer,UIP,13 Nisan 2018,2018,203349,12.222678993693577,https://boxofficeturkiye.com/film/sessiz-bir-yer--2013611
Alfa Kurt,WB,7 Eylül 2018,2018,198586,12.198977534654249,https://boxofficeturkiye.com/film/alfa-kurt--2013367
Adalet 2,WB,22 Ağustos 2018,2018,196047,12.186109705384576,https://boxofficeturkiye.com/film/adalet-2--2012855
Kızıl Serçe,TME,2 Mart 2018,2018,195023,12.18087277930843,https://boxofficeturkiye.com/film/kizil-serce--2013265
Cüce Dedektif Şerlok,UIP,1 Haziran 2018,2018,190352,12.156630268716308,https://boxofficeturkiye.com/film/cuce-dedektif-serlok--2013027
Cumali Ceber 2,ChF,8 Haziran 2018,2018,188668,12.147744135630047,https://boxofficeturkiye.com/film/cumali-ceber-2--2013984
Eski Köye Yeni Adet,CGV Mars,20 Temmuz 2018,2018,182830,12.116312038322551,https://boxofficeturkiye.com/film/eski-koye-yeni-adet--2014235
Başlat Ready Player One,WB,30 Mart 2018,2018,181482,12.1089117542153,https://boxofficeturkiye.com/film/baslat-ready-player-one--2012947
Düğüm Salonu,CGV Mars,16 Mart 2018,2018,177170,12.084865002594483,https://boxofficeturkiye.com/film/dugum-salonu--2013725
Örümcek-Adam: Örümcek Evreninde,WB,14 Aralık 2018,2018,177565,12.087092018046881,https://boxofficeturkiye.com/film/orumcek-adam-orumcek-evreninde--2011886
İyi Oyun,CGV Mars,2 Kasım 2018,2018,171365,12.051551063593898,https://boxofficeturkiye.com/film/iyi-oyun--2014234
Karanlık Zihinler,TME,3 Ağustos 2018,2018,171953,12.054976462640465,https://boxofficeturkiye.com/film/karanlik-zihinler--2013598
Tavşan Peter,WB,23 Şubat 2018,2018,165986,12.019658726432688,https://boxofficeturkiye.com/film/tavsan-peter--2013076
Predator,TME,14 Eylül 2018,2018,153890,11.943993340457897,https://boxofficeturkiye.com/film/predator--2013145
Bırakma Beni,CGV Mars,21 Eylül 2018,2018,151547,11.928651086842969,https://boxofficeturkiye.com/film/birakma-beni--2014191
Han Solo: Bir Star Wars Hikayesi,UIP,25 Mayıs 2018,2018,146669,11.895933626190695,https://boxofficeturkiye.com/film/han-solo-bir-star-wars-hikayesi--2012910
Upgrade,UIP,31 Ağustos 2018,2018,137788,11.833471551041182,https://boxofficeturkiye.com/film/upgrade--2014227
Kelebekler,ChF,30 Mart 2018,2018,134682,11.8106717231796,https://boxofficeturkiye.com/film/kelebekler--2014030
Fındık İşi 2,CGV Mars,6 Nisan 2018,2018,143142,11.871592423529753,https://boxofficeturkiye.com/film/findik-isi-2--2013686
Her Şey Seninle Güzel,CGV Mars,16 Kasım 2018,2018,129611,11.772292935841712,https://boxofficeturkiye.com/film/her-sey-seninle-guzel--2014186
Arı Maya 2: Bal Oyunları,UIP,7 Eylül 2018,2018,126617,11.74892206087793,https://boxofficeturkiye.com/film/ari-maya-2-bal-oyunlari--2014011
Genç Titanlar Filmi,WB,3 Ağustos 2018,2018,122504,11.715898961495043,https://boxofficeturkiye.com/film/genc-titanlar-filmi--2013831
Ayı Kardeşler: Fantastik Dünyalar,Bir Film,26 Ocak 2018,2018,121528,11.7078999678875,https://boxofficeturkiye.com/film/ayi-kardesler-fantastik-dunyalar--2013720
Kaçış Planı 2: Hades,CGV Mars,29 Haziran 2018,2018,120715,11.701187674426254,https://boxofficeturkiye.com/film/kacis-plani-2-hades--2013625
Kabir Azabı,WB,27 Temmuz 2018,2018,120138,11.696396361020705,https://boxofficeturkiye.com/film/kabir-azabi--2013877
Ay'da İlk İnsan,UIP,19 Ekim 2018,2018,119356,11.689865902811702,https://boxofficeturkiye.com/film/ay-da-ilk-insan--2013577
Doğruluk mu Cesaret mi?,UIP,4 Mayıs 2018,2018,118995,11.686836754404213,https://boxofficeturkiye.com/film/dogruluk-mu-cesaret-mi--2014021
Puloi: Asla Yalnız Uçmayacaksın,Bir Film,2 Mart 2018,2018,112144,11.627539038740107,https://boxofficeturkiye.com/film/puloi-asla-yalniz-ucmayacaksin--2013719
Kapalak Kızı,TME,13 Temmuz 2018,2018,109256,11.60144903135826,https://boxofficeturkiye.com/film/kapalak-kizi--2014000
Alem-i Cin,CGV Mars,23 Şubat 2018,2018,107973,11.589636474851147,https://boxofficeturkiye.com/film/alem-i-cin--2013391
Loving Vincent,CGV Mars,29 Aralık 2017,2018,101931,11.532051392768706,https://boxofficeturkiye.com/film/loving-vincent--2013848
Suyun Sesi,TME,16 Şubat 2018,2018,99769,11.5106127928043,https://boxofficeturkiye.com/film/suyun-sesi--2013781
Kayıp Prenses,Bir Film,23 Mart 2018,2018,100447,11.517385504192315,https://boxofficeturkiye.com/film/kayip-prenses--2013950
Gürbüz: Hadi Allah'a Emanet,CGV Mars,30 Ağustos 2018,2018,97059,11.483074320000712,https://boxofficeturkiye.com/film/gurbuz-hadi-allah-a-emanet--2014308
Mutlu Canavar Ailesi,TME,16 Şubat 2018,2018,97449,11.487084443210403,https://boxofficeturkiye.com/film/mutlu-canavar-ailesi--2013705
Karlar Prensi Elliot,TME,19 Ekim 2018,2018,100169,11.514614038527128,https://boxofficeturkiye.com/film/karlar-prensi-elliot--2014255
7. Koğuştaki Mucize,CJ ENM,11 Ekim 2019,2019,5365822,15.495560137594923,https://boxofficeturkiye.com/film/7-kogustaki-mucize--2014724
Recep İvedik 6,CJ ENM,8 Kasım 2019,2019,3986797,15.198498709591961,https://boxofficeturkiye.com/film/recep-ivedik-6--2014468
Organize İşler Sazan Sarmalı,CJ ENM,1 Şubat 2019,2019,3537429,15.078910750060833,https://boxofficeturkiye.com/film/organize-isler-sazan-sarmali--2013932
Avengers: Endgame,UIP,25 Nisan 2019,2019,2480284,14.723883627713725,https://boxofficeturkiye.com/film/avengers-endgame--2012396
