movie_name,distributor,distributor_film_count,distributor_domestic_ratio,is_domestic,genre,genre_count,is_sequel,holiday_week,holiday_type,release_season,release_year,release_month,release_week,competition_index,runtime_minutes,rating,total_audience,log_total_audience
Oflu Hoca Trakya'da,UIP,271,0.137,1,Komedi,1,0,0,none,Spring,2018,4,15,7,90.0,0,212285,12.265684990461317
İstanbul Muhafızları: Ab-ı Hayat Çeşmesi,CGV Mars,225,0.729,1,"Macera, Animasyon, Aile",3,0,0,none,Fall,2018,10,40,6,90.0,0,212246,12.265501258295188
Direniş Karatay,CGV Mars,225,0.729,1,"Dram, Savaş",2,0,0,none,Spring,2018,3,10,11,118.0,2,203383,12.222846179949288
Sessiz Bir Yer,UIP,271,0.137,0,"Korku, Gerilim, Dram",3,0,0,none,Spring,2018,4,15,7,90.0,0,203349,12.222678993693576
Alfa Kurt,WB,123,0.089,0,"Gerilim, Dram, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Fall,2018,9,36,7,96.0,2,198586,12.198977534654247
Adalet 2,WB,123,0.089,0,"Gerilim, Suç, Aksiyon, IMAX",4,1,1,kurban_bayrami,Summer,2018,8,34,8,121.0,0,196047,12.186109705384576
Kızıl Serçe,TME,181,0.343,0,Gerilim,1,0,0,none,Spring,2018,3,9,11,140.0,4,195023,12.18087277930843
Cüce Dedektif Şerlok,UIP,271,0.137,0,Animasyon,1,0,0,none,Summer,2018,6,22,6,86.0,0,190352,12.156630268716308
Cumali Ceber 2,ChF,18,0.444,1,Komedi,1,1,0,none,Summer,2018,6,23,6,104.0,1,188668,12.147744135630049
Eski Köye Yeni Adet,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Summer,2018,7,29,7,102.0,2,182830,12.116312038322553
Başlat Ready Player One,WB,123,0.089,0,"Bilim-Kurgu, 3 Boyutlu, IMAX",3,0,0,none,Spring,2018,3,13,11,140.0,2,181482,12.1089117542153
Düğüm Salonu,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2018,3,11,11,97.0,3,177170,12.084865002594483
Örümcek-Adam: Örümcek Evreninde,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2018,12,50,8,117.0,2,177565,12.08709201804688
İyi Oyun,CGV Mars,225,0.729,1,"Gençlik, espor",2,0,0,none,Fall,2018,11,44,8,115.0,2,171365,12.051551063593898
Karanlık Zihinler,TME,181,0.343,0,"Gerilim, Bilim-Kurgu",2,0,0,none,Summer,2018,8,31,8,105.0,3,171953,12.054976462640465
Tavşan Peter,WB,123,0.089,0,"Macera, Komedi, Animasyon",3,0,0,none,Winter,2018,2,8,9,95.0,2,165986,12.019658726432688
Predator,TME,181,0.343,0,"Bilim-Kurgu, Aksiyon",2,0,0,none,Fall,2018,9,37,7,101.0,0,153890,11.943993340457896
Bırakma Beni,CGV Mars,225,0.729,1,Dram,1,0,0,none,Fall,2018,9,38,7,96.0,0,151547,11.928651086842969
Han Solo: Bir Star Wars Hikayesi,UIP,271,0.137,0,"Macera, Bilim-Kurgu, IMAX",3,0,0,none,Spring,2018,5,21,4,135.0,2,146669,11.895933626190695
Upgrade,UIP,271,0.137,0,"Korku, Bilim-Kurgu, Aksiyon",3,0,1,30_agustos,Summer,2018,8,35,8,100.0,0,137788,11.833471551041182
Kelebekler,ChF,18,0.444,1,"Komedi, Dram",2,0,0,none,Spring,2018,3,13,11,117.0,3,134682,11.8106717231796
Fındık İşi 2,CGV Mars,225,0.729,0,"Animasyon, 3 Boyutlu",2,1,0,none,Spring,2018,4,14,7,91.0,0,143142,11.871592423529751
Her Şey Seninle Güzel,CGV Mars,225,0.729,1,Romantik-Komedi,1,0,0,none,Fall,2018,11,46,8,108.0,2,129611,11.772292935841712
Arı Maya 2: Bal Oyunları,UIP,271,0.137,0,Animasyon,1,1,0,none,Fall,2018,9,36,7,85.0,0,126617,11.74892206087793
Genç Titanlar Filmi,WB,123,0.089,0,"Komedi, Animasyon, Müzikal, Aksiyon",4,0,0,none,Summer,2018,8,31,8,84.0,2,122504,11.715898961495045
Ayı Kardeşler: Fantastik Dünyalar,Bir Film,65,0.277,0,"Macera, Animasyon, 3 Boyutlu",3,0,0,none,Winter,2018,1,4,7,84.0,1,121528,11.7078999678875
Kaçış Planı 2: Hades,CGV Mars,225,0.729,0,"Gerilim, Aksiyon",2,1,0,none,Summer,2018,6,26,6,96.0,3,120715,11.701187674426254
Kabir Azabı,WB,123,0.089,1,Korku,1,0,0,none,Summer,2018,7,30,7,93.0,4,120138,11.696396361020703
Ay'da İlk İnsan,UIP,271,0.137,0,"Dram, Biyografi",2,0,0,none,Fall,2018,10,42,6,138.0,2,119356,11.689865902811702
Doğruluk mu Cesaret mi?,UIP,271,0.137,0,"Korku, Gerilim",2,0,1,1_mayis,Spring,2018,5,18,4,100.0,0,118995,11.686836754404212
Puloi: Asla Yalnız Uçmayacaksın,Bir Film,65,0.277,0,Animasyon,1,0,0,none,Spring,2018,3,9,11,80.0,0,112144,11.627539038740109
Kapalak Kızı,TME,181,0.343,1,Korku,1,0,1,15_temmuz,Summer,2018,7,28,7,96.0,3,109256,11.60144903135826
Alem-i Cin,CGV Mars,225,0.729,1,Korku,1,0,0,none,Winter,2018,2,8,9,93.0,4,107973,11.589636474851147
Loving Vincent,CGV Mars,225,0.729,0,"Animasyon, Biyografi",2,0,1,yilbasi,Winter,2018,12,52,8,94.0,2,101931,11.532051392768706
Suyun Sesi,TME,181,0.343,0,"Macera, Fantastik, Dram",3,0,0,none,Winter,2018,2,7,9,123.0,0,99769,11.5106127928043
Kayıp Prenses,Bir Film,65,0.277,0,"Animasyon, Fantastik",2,0,0,none,Spring,2018,3,12,11,85.0,2,100447,11.517385504192315
Gürbüz: Hadi Allah'a Emanet,CGV Mars,225,0.729,1,Komedi,1,0,1,30_agustos,Summer,2018,8,35,8,100.0,3,97059,11.483074320000712
Mutlu Canavar Ailesi,TME,181,0.343,0,Animasyon,1,0,0,none,Winter,2018,2,7,9,93.0,2,97449,11.487084443210405
Karlar Prensi Elliot,TME,181,0.343,0,Animasyon,1,0,0,none,Fall,2018,10,42,6,89.0,0,100169,11.514614038527128
7. Koğuştaki Mucize,CJ ENM,141,0.716,1,Dram,1,0,0,none,Fall,2019,10,41,8,132.0,3,5365822,15.495560137594923
Recep İvedik 6,CJ ENM,141,0.716,1,Komedi,1,1,0,none,Fall,2019,11,45,7,110.0,0,3986797,15.19849870959196
Organize İşler Sazan Sarmalı,CJ ENM,141,0.716,1,"Komedi, Aksiyon",2,0,0,none,Winter,2019,2,5,8,121.0,2,3537429,15.078910750060832
Avengers: Endgame,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,23_nisan,Spring,2019,4,17,10,182.0,3,2480284,14.723883627713723
Kral Şakir Korsanlar Diyarı,CJ ENM,141,0.716,1,Animasyon,1,0,0,none,Fall,2019,10,40,8,94.0,0,2107865,14.5611861448469
Joker,WB,123,0.089,0,"Gerilim, Dram, Suç, IMAX",4,0,0,none,Fall,2019,10,40,8,122.0,4,1888078,14.451069938393523
Cep Herkülü: Naim Süleymanoğlu,CGV Mars,225,0.729,1,"Dram, Biyografi, Spor",3,0,0,none,Fall,2019,11,47,7,141.0,0,1880959,14.447292311129075
Mucize 2 Aşk,CGV Mars,225,0.729,1,Dram,1,0,0,none,Winter,2019,12,49,7,129.0,0,1900799,14.457784882056048
Hızlı ve Öfkeli: Hobbs ve Shaw,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,0,none,Summer,2019,8,31,7,135.0,3,1446121,14.184395357314743
Karlar Ülkesi II,UIP,271,0.137,0,"Macera, Animasyon, 3 Boyutlu",3,1,0,none,Fall,2019,11,47,7,105.0,0,1284552,14.06592057739076
Can Dostlar,CJ ENM,141,0.716,1,"Komedi, Aile",2,0,0,none,Winter,2019,1,3,15,103.0,0,1218809,14.013384710378864
Captain Marvel,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,0,none,Spring,2019,3,10,8,124.0,2,1082282,13.89458233289667
Rafadan Tayfa Göbeklitepe,CGV Mars,225,0.729,1,Animasyon,1,0,1,yilbasi,Winter,2019,12,52,7,85.0,0,3444814,15.052380469680587
John Wick 3: Parabellum,ChF,18,0.444,0,"Suç, Aksiyon, IMAX",3,1,1,19_mayis,Spring,2019,5,20,5,130.0,0,944173,13.758064691048943
Örümcek-Adam: Evden Uzakta,WB,123,0.089,0,"Macera, Komedi, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Summer,2019,7,27,3,130.0,2,942651,13.75645139767329
Çiçero,CGV Mars,225,0.729,1,"Dram, Tarihi, Suç, Biyografi",4,0,0,none,Winter,2019,1,3,15,120.0,3,936601,13.75001264342266
Cinayet Süsü,CJ ENM,141,0.716,1,"Komedi, Suç, Polisiye",3,0,0,none,Fall,2019,10,43,8,110.0,0,824177,13.622140591649384
Aslan Kral,UIP,271,0.137,0,"Macera, Aile, Dram, 3 Boyutlu",4,0,0,none,Summer,2019,7,29,3,118.0,0,768340,13.55198762249672
Oyuncak Hikayesi 4,UIP,271,0.137,0,"Animasyon, 3 Boyutlu, IMAX",3,1,0,none,Summer,2019,6,25,5,99.0,0,714390,13.4791843106861
Karakomik Filmler,UIP,271,0.137,1,Komedi,1,0,0,none,Fall,2019,10,42,8,123.0,3,700519,13.45957676787459
Ejderhanı Nasıl Eğitirsin 3: Gizli Dünya,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,1,0,none,Winter,2019,1,4,15,104.0,2,695841,13.452876464942412
Ralph ve İnternet - Oyunbozan Ralph 2,UIP,271,0.137,0,Animasyon,1,1,0,none,Winter,2019,1,2,15,112.0,2,687209,13.440393746190404
Öldür Beni Sevgilim,CJ ENM,141,0.716,1,Romantik-Komedi,1,0,0,none,Spring,2019,3,9,8,104.0,2,669919,13.414912088536308
Türk İşi Dondurma,CGV Mars,225,0.729,1,"Dram, Tarihi, Savaş",3,0,0,none,Spring,2019,3,11,8,120.0,3,571758,13.256471103916564
Aykut Enişte,CJ ENM,141,0.716,1,"Komedi, Aile",2,0,0,none,Spring,2019,5,21,5,114.0,2,567380,13.248784552233706
Hep Yek 3 Titrettin Beni,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2019,2,7,8,91.0,0,526828,13.17462939853978
Bir Aşk İki Hayat,CJ ENM,141,0.716,1,Dram,1,0,0,none,Winter,2019,2,7,8,111.0,2,523231,13.167778328134396
Enes Batur Gerçek Kahraman,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2019,5,22,5,99.0,2,520826,13.16317129182546
Siccin 6,TME,181,0.343,1,Korku,1,1,0,none,Summer,2019,8,32,7,95.0,4,451410,13.020131296421033
O Bölüm 2,WB,123,0.089,0,"Korku, 3 Boyutlu, IMAX",3,1,0,none,Fall,2019,9,36,5,169.0,0,404106,12.909432498766286
Bir Zamanlar... Hollywood'da,WB,123,0.089,0,"Gerilim, Dram, Suç",3,0,0,none,Summer,2019,8,34,7,162.0,4,386909,12.865944802242812
Evcil Hayvanların Gizli Yaşamı 2,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,1,1,ramazan_bayrami,Summer,2019,6,23,5,87.0,1,375793,12.8367937388588
Aman Reis Duymasın,TME,181,0.343,1,Komedi,1,0,0,none,Winter,2019,12,50,7,99.0,0,404996,12.911632469496691
Hababam Sınıfı Yeniden,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2019,4,14,10,106.0,2,367522,12.814538459788832
X-Men: Dark Phoenix,TME,181,0.343,0,"Bilim-Kurgu, Aksiyon",2,0,1,ramazan_bayrami,Summer,2019,6,23,5,114.0,3,344951,12.75115765694092
Aladdin,UIP,271,0.137,0,"Macera, Aile, Fantastik, 3 Boyutlu",4,0,0,none,Spring,2019,5,21,5,129.0,1,330125,12.707226649599434
Star Wars: Skywalker'ın Yükselişi,UIP,271,0.137,0,"Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Winter,2019,12,51,7,142.0,0,378548,12.844098160199572
Shazam! 6 Güç,WB,123,0.089,0,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Spring,2019,4,14,10,132.0,3,295920,12.597844426506336
Annabelle 3,WB,123,0.089,0,Korku,1,1,0,none,Summer,2019,6,26,5,106.0,0,292248,12.585358035854952
Mucizeler Parkı,UIP,271,0.137,0,"Macera, Komedi, Animasyon",3,0,0,none,Spring,2019,3,11,8,86.0,0,291840,12.583960985868105
Glass,UIP,271,0.137,0,Gerilim,1,0,0,none,Winter,2019,1,3,15,129.0,0,287774,12.569930728840207
Lego Filmi 2,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,1,0,none,Winter,2019,2,6,8,106.0,1,279562,12.540979371664774
Jumanji: Yeni Seviye,WB,123,0.089,0,"Macera, Komedi, Aksiyon, 3 Boyutlu",4,0,0,none,Winter,2019,12,50,7,123.0,3,308114,12.63822512334468
Sar Başa,TME,181,0.343,1,Komedi,1,0,0,none,Summer,2019,8,34,7,100.0,2,266041,12.491405711224552
Alita: Savaş Meleği,TME,181,0.343,0,"Macera, Bilim-Kurgu, Aksiyon, IMAX, Romantik",5,0,0,none,Winter,2019,2,7,8,122.0,0,258945,12.46437096291876
Angry Birds Filmi 2,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,1,0,none,Summer,2019,8,33,7,97.0,0,259762,12.467521106161932
Maşa ile Koca Ayı: Yepyeni Maceralar,CGV Mars,225,0.729,0,"Animasyon, Aile",2,0,1,yilbasi,Winter,2019,1,1,15,67.0,0,256797,12.456041168486715
Malefiz: Kötülüğün Gücü,UIP,271,0.137,0,"Macera, Fantastik",2,0,0,none,Fall,2019,10,42,8,118.0,3,248989,12.425163997764198
Hayvan Mezarlığı,UIP,271,0.137,0,Korku,1,0,0,none,Spring,2019,4,14,10,98.0,0,245309,12.41027391934116
Borç Harç,TME,181,0.343,1,Komedi,1,0,0,none,Winter,2019,1,3,15,90.0,2,233130,12.359351516871396
Masal Şatosu - Sihirli Davet,CGV Mars,225,0.729,1,Aile,1,0,1,30_agustos,Summer,2019,8,35,7,104.0,0,229982,12.345756323973225
Üç Harfliler: Adak,TME,181,0.343,1,Korku,1,0,0,none,Winter,2019,1,3,15,91.0,0,219898,12.300919081458291
Yıldızlara Doğru,TME,181,0.343,0,"Macera, Gerilim, Bilim-Kurgu, Gizem",4,0,0,none,Fall,2019,9,38,5,124.0,2,208910,12.249658816193095
Karlar Kraliçesi 4: Sihirli Ayna,CGV Mars,225,0.729,0,"Animasyon, 3 Boyutlu",2,1,0,none,Winter,2019,2,8,8,80.0,1,204832,12.22994540994173
Bulmaca Kulesi: Dev Kuşun Gizemi,CGV Mars,225,0.729,1,Animasyon,1,0,0,none,Fall,2019,10,43,8,75.0,0,196668,12.189272306851828
Annem,CGV Mars,225,0.729,1,Dram,1,0,0,none,Fall,2019,9,38,5,110.0,2,189459,12.151927921256618
Baba Parası,CJ ENM,141,0.716,1,Komedi,1,0,1,yilbasi,Winter,2019,1,1,15,116.0,0,1872347,14.442703282089894
Geniş Aile Komşu Kızı,CJ ENM,141,0.716,1,Komedi,1,0,0,none,Summer,2019,8,31,7,104.0,2,169565,12.04099161311862
Elektrik Savaşları,Bir Film,65,0.277,0,"Dram, Tarihi, Biyografi",3,0,0,none,Fall,2019,9,37,5,107.0,2,169553,12.040920841292856
Godzilla II: Canavarlar Kralı,WB,123,0.089,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,0,none,Spring,2019,5,22,5,132.0,3,166383,12.022047638688663
Fırıncının Karısı,CJ ENM,141,0.716,1,Komedi,1,0,0,none,Fall,2019,9,39,5,91.0,2,164500,12.010665849187564
Pokémon Dedektif Pikachu,WB,123,0.089,0,"Animasyon, Aile, Fantastik, 3 Boyutlu",4,0,0,none,Spring,2019,5,19,5,105.0,2,164047,12.007908251114449
Siyah Giyen Adamlar: Global Tehdit,WB,123,0.089,0,"Komedi, Bilim-Kurgu, Aksiyon",3,0,0,none,Summer,2019,6,24,5,115.0,2,152980,11.938062472875856
Dumbo,UIP,271,0.137,0,"Macera, Aile, Fantastik, 3 Boyutlu",4,0,0,none,Spring,2019,4,14,10,112.0,1,151165,11.926127234450115
Büyük Macera,CGV Mars,225,0.729,0,"Macera, Animasyon, Aile, 3 Boyutlu",4,0,0,none,Spring,2019,4,15,10,75.0,0,147659,11.902660840275448
Kuklalı Köşk,Bir Film,65,0.277,1,"Komedi, Animasyon, Aile",3,0,0,none,Spring,2019,4,16,10,80.0,0,149329,11.913907204450844
Robin Hood,TME,181,0.343,0,Macera,1,0,0,none,Winter,2019,1,2,15,116.0,0,144689,11.882341890379578
Ölüm Günün Kutlu Olsun 2,UIP,271,0.137,0,"Korku, Gerilim, Gizem",3,1,0,none,Winter,2019,2,8,8,100.0,3,137211,11.829275165987198
Kırk Yalan,CJ ENM,141,0.716,1,Komedi,1,0,0,none,Winter,2019,12,51,7,97.0,3,143746,11.875803132185489
Addams Ailesi,UIP,271,0.137,0,"Komedi, Animasyon, Aile, 3 Boyutlu",4,0,0,none,Winter,2019,12,49,7,86.0,0,132798,11.7965844556701
Hellboy,CGV Mars,225,0.729,0,"Macera, Fantastik, Aksiyon, IMAX",4,0,0,none,Spring,2019,4,15,10,121.0,0,131379,11.785841554908895
Ölümcül Labirent,WB,123,0.089,0,"Korku, Gerilim",2,0,0,none,Winter,2019,1,5,15,98.0,0,117021,11.670108684853483
Charlie'nin Melekleri,WB,123,0.089,0,"Macera, Komedi, Aksiyon",3,0,0,none,Fall,2019,11,48,7,119.0,3,109432,11.60305863076928
Güzelliğin Portresi,CJ ENM,141,0.716,1,"Gerilim, Dram",2,0,0,none,Winter,2019,12,50,7,127.0,4,109438,11.603113457835589
Yeti Efsanesi,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2019,9,39,5,92.0,1,108504,11.594542317642553
Araf 2,Bir Film,65,0.277,1,Korku,1,1,1,yilbasi,Winter,2019,1,1,15,84.0,3,108451,11.594053737051604
Asfaltın Kralları,TME,181,0.343,0,"Dram, Biyografi, Aksiyon",3,0,0,none,Fall,2019,11,46,7,152.0,0,106680,11.577588978295951
Anna,Bir Film,65,0.277,0,"Gerilim, Aksiyon",2,0,0,none,Summer,2019,6,25,5,118.0,0,105611,11.567517811495994
İkizler Projesi,UIP,271,0.137,0,"Bilim-Kurgu, Dram, Aksiyon, 3 Boyutlu",4,0,0,none,Fall,2019,10,41,8,117.0,3,104855,11.56033372236522
Creed II: Efsane Yükseliyor,WB,123,0.089,0,"Dram, Spor, Aksiyon",3,0,0,none,Winter,2019,1,2,15,130.0,3,104513,11.557066744563604
Terminatör: Kara Kader,TME,181,0.343,0,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,29_ekim,Fall,2019,11,44,7,128.0,0,104175,11.553827456290652
Deli ve Dahi,CGV Mars,225,0.729,0,"Dram, Biyografi, Gizem",3,0,0,none,Spring,2019,3,13,8,122.0,3,103731,11.549556288792015
Ölümcül Sular,UIP,271,0.137,0,Korku,1,0,1,15_temmuz,Summer,2019,7,28,3,87.0,0,103575,11.548051266945604
Aslı Gibidir,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2019,1,4,15,96.0,2,102517,11.53778391746694
Hareket Sekiz,CGV Mars,225,0.729,1,"Komedi, Aksiyon",2,0,0,none,Fall,2019,10,40,8,106.0,2,100551,11.51842034045219
Parazit,Bir Film,65,0.277,0,"Gerilim, Komedi, Dram",3,0,1,29_ekim,Fall,2019,11,44,7,132.0,0,428831,12.968818180901708
Lanetli Gözyaşları,WB,123,0.089,0,"Korku, Gerilim, Gizem",3,0,0,none,Spring,2019,4,16,10,93.0,0,97160,11.48411438311611
Ayı Kardeşler: Zamanda Yolculuk,Bir Film,65,0.277,0,Animasyon,1,0,0,none,Fall,2019,11,46,7,84.0,0,100942,11.522301373448707
Sir-Ayet,CGV Mars,225,0.729,1,Korku,1,0,0,none,Winter,2019,2,6,8,91.0,3,89994,11.407498280423416
After,ChF,18,0.444,0,"Dram, Romantik",2,0,0,none,Spring,2019,4,15,10,103.0,0,87377,11.377987369116775
Corgi,CGV Mars,225,0.729,0,"Animasyon, 3 Boyutlu",2,0,1,23_nisan,Spring,2019,4,17,10,86.0,0,87329,11.377437874523483
Dora ve Kayıp Altın Şehri,UIP,271,0.137,0,"Macera, Aile, Aksiyon",3,0,0,none,Summer,2019,8,32,7,102.0,1,85387,11.35494914336493
Biz,UIP,271,0.137,0,"Korku, Gerilim",2,0,0,none,Spring,2019,3,12,8,116.0,0,83957,11.338060041995572
Kadavra,WB,123,0.089,0,"Korku, Gizem",2,0,0,none,Spring,2019,3,11,8,86.0,0,80876,11.300672396487192
Kaçış Planı 3,CGV Mars,225,0.729,0,"Gerilim, Aksiyon",2,1,1,15_temmuz,Summer,2019,7,28,3,97.0,0,80065,11.290594083756575
Uçan Halı ve Kayıp Elmas,Bir Film,65,0.277,0,"Animasyon, Aile",2,0,0,none,Winter,2019,1,3,15,81.0,1,83091,11.32769167172922
Kartopu Savaşları 2,CGV Mars,225,0.729,0,Animasyon,1,1,0,none,Spring,2019,3,10,8,90.0,0,73330,11.202725081087843
Replikalar,ChF,18,0.444,0,"Bilim-Kurgu, Suç, Gizem",3,0,0,none,Winter,2019,1,2,15,107.0,3,72407,11.19005825878298
Yalan Dolan,TME,181,0.343,1,Komedi,1,0,0,none,Spring,2019,3,9,8,84.0,2,71474,11.177089026186728
Asteriks: Sihirli İksirin Sırrı,Özen,4,0.25,0,Animasyon,1,0,0,none,Winter,2019,2,7,8,85.0,1,68847,11.13964193022272
Eltilerin Savaşı,UIP,271,0.137,1,Komedi,1,0,0,none,Winter,2020,1,5,27,118.0,0,3638553,15.107096633105405
Bayi Toplantısı,CJ ENM,141,0.716,1,Komedi,1,0,0,none,Winter,2020,2,8,25,115.0,0,1047163,13.861595160638885
Sıfır Bir,CGV Mars,225,0.729,1,"Dram, Aksiyon",2,0,0,none,Winter,2020,1,2,27,98.0,0,868734,13.674792258425352
Gamonya: Hayaller Ülkesi,CJ ENM,141,0.716,1,Aile,1,0,0,none,Winter,2020,1,2,27,103.0,0,808671,13.60314743841867
Türkler Geliyor: Adaletin Kılıcı,CJ ENM,141,0.716,1,"Dram, Tarihi, Savaş, Aksiyon",4,0,0,none,Winter,2020,1,3,27,125.0,0,506524,13.135326985556183
Karakomik Filmler 2,UIP,271,0.137,1,"Komedi, Dram",2,1,0,none,Winter,2020,1,3,27,114.0,0,440817,12.996385102320378
Aşk Tesadüfleri Sever 2,CGV Mars,225,0.729,1,"Dram, Romantik",2,1,0,none,Winter,2020,1,5,27,125.0,0,400889,12.901439859990257
Biz Böyleyiz,CJ ENM,141,0.716,1,Komedi,1,0,0,none,Winter,2020,1,2,27,119.0,0,371925,12.826447500025443
Yırtıcı Kuşlar (Ve Muhteşem Harley Quinn),WB,123,0.089,0,"Suç, Aksiyon",2,0,0,none,Winter,2020,2,6,25,109.0,3,319721,12.675204019471831
Kirpi Sonic,UIP,271,0.137,0,"Macera, Animasyon, Aksiyon",3,0,0,none,Winter,2020,2,7,25,100.0,0,314198,12.657778639411024
Dolittle,UIP,271,0.137,0,"Komedi, Aile, Fantastik",3,0,0,none,Winter,2020,1,3,27,102.0,0,293337,12.589077397708156
Tenet,WB,123,0.089,0,"Gerilim, Dram, Aksiyon, IMAX",4,0,0,none,Summer,2020,8,35,4,150.0,3,242786,12.399935675879012
Kaptan Pengu ve Arkadaşları: Mandalina'nın Günlüğü,CJ ENM,141,0.716,1,Animasyon,1,0,0,none,Winter,2020,2,9,25,76.0,0,229960,12.345660659737227
Zengo,CJ ENM,141,0.716,1,Komedi,1,0,0,none,Spring,2020,3,10,9,97.0,0,175931,12.077847151695831
Kutup Köpekleri,CJ ENM,141,0.716,0,Animasyon,1,0,0,none,Winter,2020,1,4,27,92.0,0,136075,11.8209614833024
Bad Boys: Her Zaman Çılgın,WB,123,0.089,0,"Komedi, Suç, Aksiyon",3,0,0,none,Winter,2020,1,4,27,124.0,0,124875,11.735068515950855
Görünmez Adam,UIP,271,0.137,0,"Korku, Gerilim, Bilim-Kurgu",3,0,0,none,Winter,2020,2,9,25,125.0,0,98362,11.496409829592295
Vikingler: Büyük Macera,CGV Mars,225,0.729,0,Animasyon,1,0,0,none,Winter,2020,2,8,25,77.0,0,95041,11.46206365642664
Şahane Hayaller,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2020,2,6,25,88.0,0,92130,11.430955902102978
Ağır Romantik,CJ ENM,141,0.716,1,"Romantik-Komedi, Dram",2,0,0,none,Winter,2020,2,7,25,97.0,3,84296,11.342089693279364
Derin Sular,TME,181,0.343,0,"Korku, Gerilim, Dram, Aksiyon, Gizem",5,0,0,none,Winter,2020,1,2,27,95.0,3,79167,11.279314824306176
Nasipse Olur,CGV Mars,225,0.729,1,Romantik-Komedi,1,0,0,none,Winter,2020,2,7,25,108.0,0,73279,11.20202935296669
The Gentlemen,CJ ENM,141,0.716,0,"Suç, Aksiyon",2,0,0,none,Winter,2020,2,7,25,113.0,0,68842,11.139569302779684
Bloodshot: Durdurulamaz Güç,WB,123,0.089,0,"Fantastik, Dram, Aksiyon",3,0,0,none,Spring,2020,3,11,9,104.0,3,62804,11.047774044695412
Ajanlar İş Başında,TME,181,0.343,0,Animasyon,1,0,0,none,Winter,2020,1,2,27,101.0,0,57927,10.966938876110648
Bıçaklar Çekildi,CGV Mars,225,0.729,0,"Komedi, Suç",2,0,0,none,Winter,2020,1,2,27,130.0,3,56987,10.95057845062929
Nuh Tepesi,CGV Mars,225,0.729,1,Dram,1,0,0,none,Spring,2020,3,10,9,109.0,3,53118,10.880271132839104
Feride,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2020,1,4,27,103.0,0,46424,10.745571845870444
Kuzular Firarda: Uzay Parkı,Bir Film,65,0.277,0,"Macera, Komedi, Animasyon",3,0,0,none,Winter,2020,1,3,27,86.0,0,53747,10.892043130478765
Scoob!,WB,123,0.089,0,"Komedi, Animasyon",2,0,0,none,Fall,2020,9,38,10,93.0,0,43843,10.68837034993756
Hayal Adası,WB,123,0.089,0,Korku,1,0,0,none,Spring,2020,3,10,9,108.0,0,42793,10.66412981679203
Yarımada,Bir Film,65,0.277,0,"Gerilim, Aksiyon, IMAX",3,0,0,none,Fall,2020,10,40,14,116.0,0,40779,10.615922522003356
Maceracı Yüzgeçler: Büyük Gösteri,TME,181,0.343,1,Animasyon,1,0,0,none,Winter,2020,1,4,27,76.0,0,43384,10.677845988520897
Troller Dünya Turu,UIP,271,0.137,0,"Macera, Komedi, Animasyon, Müzikal, 3 Boyutlu",5,0,0,none,Fall,2020,10,40,14,90.0,0,37098,10.521318338786624
Efsunlu Ayin,CGV Mars,225,0.729,1,Korku,1,0,0,none,Winter,2020,2,8,25,92.0,0,33881,10.43060966426901
Aile Hükümeti,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Fall,2020,10,41,14,103.0,0,33604,10.422400386484735
İki Gözüm Ahmet,CJ ENM,141,0.716,1,"Dram, Biyografi",2,0,0,none,Fall,2020,11,46,4,108.0,3,63230,11.05453415105266
Küçük Kadınlar,WB,123,0.089,0,Dram,1,0,0,none,Winter,2020,2,7,25,135.0,0,29405,10.288920006894056
Yeni Mutantlar,UIP,271,0.137,0,"Korku, Bilim-Kurgu, Aksiyon",3,0,0,none,Fall,2020,9,37,10,93.0,0,29324,10.286161572343476
Kiki: Lanet-i Cin,TME,181,0.343,1,Korku,1,0,0,none,Winter,2020,2,7,25,84.0,4,29005,10.275223507900163
