movie_name,distributor,release_date,release_year,total_audience,log_total_audience,detail_url,genre,runtime_minutes,is_domestic,language,rating
Fırıldak Ailesi,CGV Mars,3 Şubat 2017,2017,314939,12.660134248261384,https://boxofficeturkiye.com/film/firildak-ailesi--2012490,"Komedi, Animasyon",84,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Ketenpere,UIP,3 Kasım 2017,2017,299180,12.608800677928452,https://boxofficeturkiye.com/film/ketenpere--2013807,Komedi,108,1,Turkish,13 yaş ve üzeri izleyici kitlesi içindir.
Aşıklar Şehri,TME,30 Aralık 2016,2017,321601,12.68106692573485,https://boxofficeturkiye.com/film/asiklar-sehri--2012772,"Komedi, Dram, Müzikal",128,0,Foreign,Genel İzleyici Kitlesi.
Yedinci Hayat,CGV Mars,1 Eylül 2017,2017,304096,12.625098720011042,https://boxofficeturkiye.com/film/yedinci-hayat--2013626,"Gerilim, Bilim-Kurgu",123,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Testere: Jigsaw Efsanesi,TME,3 Kasım 2017,2017,277520,12.53364828164363,https://boxofficeturkiye.com/film/testere-jigsaw-efsanesi--2013496,"Korku, Suç, Gizem, IMAX",92,0,Foreign,18 yaş ve üzeri izleyici kitlesi içindir.
Annabelle: Kötülüğün Doğuşu,WB,18 Ağustos 2017,2017,260527,12.47046178163761,https://boxofficeturkiye.com/film/annabelle-kotulugun-dogusu--2013331,Korku,109,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Acı Tatlı Ekşi,CGV Mars,22 Aralık 2017,2017,622674,13.34177838633539,https://boxofficeturkiye.com/film/aci-tatli-eksi--2013278,"Dram, Romantik",106,1,Turkish,Genel İzleyici Kitlesi.
Güzel ve Çirkin,UIP,17 Mart 2017,2017,249436,12.426957648242563,https://boxofficeturkiye.com/film/guzel-ve-cirkin--2012780,"Aile, Fantastik, Müzikal, 3 Boyutlu, IMAX, Romantik",129,0,Foreign,13 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Halka 3,UIP,3 Şubat 2017,2017,243393,12.402432699877966,https://boxofficeturkiye.com/film/halka-3--2012618,Korku,102,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Bölük,UIP,20 Ekim 2017,2017,241916,12.396345837445075,https://boxofficeturkiye.com/film/boluk--2013693,Dram,95,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Kingsman: Altın Çember,TME,22 Eylül 2017,2017,241373,12.39409873383424,https://boxofficeturkiye.com/film/kingsman-altin-cember--2012995,"Macera, Komedi, Aksiyon, IMAX",141,0,Foreign,18 yaş ve üzeri izleyici kitlesi içindir.
OHA Diyorum,TME,3 Kasım 2017,2017,230618,12.348517941012766,https://boxofficeturkiye.com/film/oha-diyorum--2013823,Komedi,90,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Doğu Ekspresinde Cinayet,TME,10 Kasım 2017,2017,228927,12.34115845442352,https://boxofficeturkiye.com/film/dogu-ekspresinde-cinayet--2013024,"Dram, Suç, Gizem",114,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Resident Evil: Son Bölüm,WB,24 Şubat 2017,2017,224921,12.323504508421507,https://boxofficeturkiye.com/film/resident-evil-son-bolum--2011735,"Korku, Gerilim, 3 Boyutlu",107,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Damat Takımı,CGV Mars,20 Ekim 2017,2017,236700,12.374548795502076,https://boxofficeturkiye.com/film/damat-takimi--2013825,Romantik-Komedi,109,1,Turkish,15 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Yaratık: Covenant,TME,12 Mayıs 2017,2017,209266,12.251361448988868,https://boxofficeturkiye.com/film/yaratik-covenant--2012994,"Gerilim, Bilim-Kurgu, Aksiyon, IMAX",122,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Barry Seal: Kaçakçı,UIP,8 Eylül 2017,2017,205009,12.230809159595886,https://boxofficeturkiye.com/film/barry-seal-kacakci--2012767,"Gerilim, Suç, Biyografi",115,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Kaptan Düşükdon: Destansı İlk Film,TME,2 Haziran 2017,2017,202060,12.216319961981725,https://boxofficeturkiye.com/film/kaptan-dusukdon-destansi-ilk-film--2012648,"Komedi, Animasyon",89,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Valerian ve Bin Gezegen İmparatorluğu,TME,27 Temmuz 2017,2017,191779,12.164098946386016,https://boxofficeturkiye.com/film/valerian-ve-bin-gezegen-imparatorlugu--2013080,"Macera, Bilim-Kurgu, Aksiyon",137,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Sarışın Bomba,ChF,27 Temmuz 2017,2017,190647,12.158178829520676,https://boxofficeturkiye.com/film/sarisin-bomba--2013317,"Gerilim, Aksiyon",115,0,Foreign,18 yaş ve üzeri izleyici kitlesi içindir.
Sümela'nın Şifresi 3: Cünyor Temel,UIP,7 Nisan 2017,2017,189367,12.151442210129035,https://boxofficeturkiye.com/film/sumela-nin-sifresi-3-cunyor-temel--2013304,Komedi,109,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Reis,CGV Mars,3 Mart 2017,2017,189074,12.149893751803726,https://boxofficeturkiye.com/film/reis--2013010,Dram,118,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Dangal,CGV Mars,18 Ağustos 2017,2017,182304,12.113430902280122,https://boxofficeturkiye.com/film/dangal--2013772,"Dram, Biyografi, Aksiyon",161,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Hayat,WB,24 Mart 2017,2017,176137,12.079017380307969,https://boxofficeturkiye.com/film/hayat--2013368,"Gerilim, Bilim-Kurgu, IMAX",104,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Uzaydan Gelen Fırtına,WB,20 Ekim 2017,2017,176092,12.078761864718707,https://boxofficeturkiye.com/film/uzaydan-gelen-firtina--2012263,"Aksiyon, 3 Boyutlu, IMAX",109,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Babam,UIP,6 Ekim 2017,2017,171446,12.052023627201876,https://boxofficeturkiye.com/film/babam--2013697,Dram,130,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
My Little Pony Filmi,TME,6 Ekim 2017,2017,166894,12.02511415933326,https://boxofficeturkiye.com/film/my-little-pony-filmi--2013257,Animasyon,99,0,Foreign,Genel İzleyici Kitlesi.
Blade Runner 2049: Bıçak Sırtı,WB,6 Ekim 2017,2017,164376,12.009911765545851,https://boxofficeturkiye.com/film/blade-runner-2049-bicak-sirti--2013131,"Bilim-Kurgu, 3 Boyutlu, IMAX",164,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Karlar Kraliçesi 3: Ateş ve Buz,CGV Mars,24 Şubat 2017,2017,163900,12.00701176473192,https://boxofficeturkiye.com/film/karlar-kralicesi-3-ates-ve-buz--2013111,"Animasyon, 3 Boyutlu",80,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Tam Gaz,WB,30 Haziran 2017,2017,161794,11.99407920010065,https://boxofficeturkiye.com/film/tam-gaz--2012925,"Komedi, Suç, Aksiyon",112,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Biz Size Döneriz,Pin.,31 Mart 2017,2017,157021,11.96413483334743,https://boxofficeturkiye.com/film/biz-size-doneriz--2013325,"Komedi, Gençlik",105,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Pepee: Birlik Zamanı,CGV Mars,20 Ocak 2017,2017,151249,11.926682764300985,https://boxofficeturkiye.com/film/pepee-birlik-zamani--2013303,Animasyon,77,1,Turkish,Genel İzleyici Kitlesi.
Süperstar,CGV Mars,20 Ekim 2017,2017,162567,11.998845503468775,https://boxofficeturkiye.com/film/superstar--2013883,Dram,150,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Ölüm Günün Kutlu Olsun,UIP,13 Ekim 2017,2017,148870,11.910828720871104,https://boxofficeturkiye.com/film/olum-gunun-kutlu-olsun--2013635,"Korku, Gerilim, Gizem",96,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Ferdinand,TME,22 Aralık 2017,2017,515132,13.152178457483512,https://boxofficeturkiye.com/film/ferdinand--2011913,"Animasyon, 3 Boyutlu",108,0,Foreign,7 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Balerin ve Afacan Mucit,CGV Mars,4 Ağustos 2017,2017,141638,11.861029785821149,https://boxofficeturkiye.com/film/balerin-ve-afacan-mucit--2011885,"Animasyon, 3 Boyutlu",89,0,Foreign,7 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Parçalanmış,UIP,17 Şubat 2017,2017,136776,11.826099830182946,https://boxofficeturkiye.com/film/parcalanmis--2012998,"Korku, Gerilim",117,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Doru,CGV Mars,7 Temmuz 2017,2017,140255,11.85121747337336,https://boxofficeturkiye.com/film/doru--2013540,Animasyon,91,1,Turkish,Genel İzleyici Kitlesi.
Neşeli Dalgalar: Dalgamanya,Bir Film,10 Mart 2017,2017,138551,11.83899376787605,https://boxofficeturkiye.com/film/neseli-dalgalar-dalgamanya--2013465,Animasyon,84,0,Foreign,7 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Bak Şu Leyleğe,TME,20 Ekim 2017,2017,123038,11.720248529730895,https://boxofficeturkiye.com/film/bak-su-leylege--2013703,"Macera, Animasyon",85,0,Foreign,Genel İzleyici Kitlesi.
Çizgi Ötesi,WB,1 Aralık 2017,2017,114991,11.65260914341328,https://boxofficeturkiye.com/film/cizgi-otesi--2013339,"Korku, Bilim-Kurgu, Dram",109,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Emoji Filmi,WB,8 Eylül 2017,2017,111643,11.623061559378067,https://boxofficeturkiye.com/film/emoji-filmi--2013077,"Animasyon, 3 Boyutlu",86,0,Foreign,7 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Belalı Tanık,Pin.,18 Ağustos 2017,2017,111013,11.617402590553914,https://boxofficeturkiye.com/film/belali-tanik--2013271,"Komedi, Aksiyon",118,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Bordo Bereliler Suriye,CGV Mars,7 Nisan 2017,2017,110948,11.616816902060368,https://boxofficeturkiye.com/film/bordo-bereliler-suriye--2013556,"Macera, Dram, Aksiyon",109,1,Turkish,15 yaş ve üzeri izleyici kitlesi içindir.
Müslüm,CGV Mars,26 Ekim 2018,2018,6480563,15.684317947270422,https://boxofficeturkiye.com/film/muslum--2014050,"Dram, Biyografi",132,1,Turkish,13 yaş ve üzeri izleyici kitlesi içindir.
Arif v 216,CGV Mars,5 Ocak 2018,2018,4976367,15.42021066470075,https://boxofficeturkiye.com/film/arif-v-216--2013731,"Komedi, Bilim-Kurgu",125,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Ailecek Şaşkınız,CGV Mars,2 Mart 2018,2018,4034858,15.210481666997538,https://boxofficeturkiye.com/film/ailecek-saskiniz--2013792,Komedi,113,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Yol Arkadaşım 2,CJ ENM,12 Ekim 2018,2018,2343218,14.66703575626882,https://boxofficeturkiye.com/film/yol-arkadasim-2--2014282,Komedi,116,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Deliha 2,CGV Mars,12 Ocak 2018,2018,2106154,14.560374093409056,https://boxofficeturkiye.com/film/deliha-2--2013724,Komedi,106,1,Turkish,7 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Avengers: Sonsuzluk Savaşı,UIP,27 Nisan 2018,2018,1909967,14.462596522386644,https://boxofficeturkiye.com/film/avengers-sonsuzluk-savasi--2012399,"Macera, Aksiyon, 3 Boyutlu, IMAX",149,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Hedefim Sensin,CJ ENM,30 Kasım 2018,2018,1896782,14.455669324021498,https://boxofficeturkiye.com/film/hedefim-sensin--2014280,Komedi,112,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Rafadan Tayfa Dehliz Macerası,CGV Mars,26 Ekim 2018,2018,1802339,14.404595823763588,https://boxofficeturkiye.com/film/rafadan-tayfa-dehliz-macerasi--2013324,Animasyon,89,1,Turkish,Genel İzleyici Kitlesi.
Enes Batur Hayal mi Gerçek mi?,TME,19 Ocak 2018,2018,1483848,14.210149271587564,https://boxofficeturkiye.com/film/enes-batur-hayal-mi-gercek-mi--2013927,Komedi,110,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Bizim İçin Şampiyon,CJ ENM,7 Aralık 2018,2018,2578074,14.76255316649134,https://boxofficeturkiye.com/film/bizim-icin-sampiyon--2014320,"Dram, Biyografi",129,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Çakallarla Dans 5,CJ ENM,8 Kasım 2018,2018,1415733,14.163157976134224,https://boxofficeturkiye.com/film/cakallarla-dans-5--2014281,Komedi,102,1,Turkish,15 yaş ve üzeri izleyici kitlesi içindir.
Deadpool 2,TME,18 Mayıs 2018,2018,1374325,14.133473259456585,https://boxofficeturkiye.com/film/deadpool-2--2013642,"Macera, Komedi, Aksiyon, IMAX",119,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
İnanılmaz Aile 2,UIP,22 Ağustos 2018,2018,1267415,14.052489951054792,https://boxofficeturkiye.com/film/inanilmaz-aile-2--2013298,"Animasyon, 3 Boyutlu",118,0,Foreign,Genel İzleyici Kitlesi.
Coco,UIP,19 Ocak 2018,2018,982347,13.797699885408289,https://boxofficeturkiye.com/film/coco--2011928,"Animasyon, 3 Boyutlu",105,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Hadi Be Oğlum,CGV Mars,16 Şubat 2018,2018,965066,13.779951771764756,https://boxofficeturkiye.com/film/hadi-be-oglum--2013860,Dram,113,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Jurassic World: Yıkılmış Krallık,UIP,8 Haziran 2018,2018,908140,13.719153830720169,https://boxofficeturkiye.com/film/jurassic-world-yikilmis-krallik--2012888,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",128,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Labirent: Son İsyan,TME,26 Ocak 2018,2018,892197,13.701442239195869,https://boxofficeturkiye.com/film/labirent-son-isyan--2012759,"Macera, Bilim-Kurgu, Aksiyon",141,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Venom: Zehirli Öfke,WB,5 Ekim 2018,2018,890596,13.699646180505509,https://boxofficeturkiye.com/film/venom-zehirli-ofke--2013590,"Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",112,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Cebimdeki Yabancı,CGV Mars,2 Şubat 2018,2018,846833,13.649258787724436,https://boxofficeturkiye.com/film/cebimdeki-yabanci--2013991,"Gerilim, Komedi",95,1,Turkish,13 yaş ve üzeri izleyici kitlesi içindir.
Kafalar Karışık,TME,7 Aralık 2018,2018,864706,13.670144843747162,https://boxofficeturkiye.com/film/kafalar-karisik--2014273,"Komedi, Aksiyon",95,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Bizim Köyün Şarkısı,CGV Mars,30 Mart 2018,2018,799858,13.592189490895077,https://boxofficeturkiye.com/film/bizim-koyun-sarkisi--2013599,Komedi,104,1,Turkish,Genel İzleyici Kitlesi.
Black Panther,UIP,16 Şubat 2018,2018,718743,13.485259131915836,https://boxofficeturkiye.com/film/black-panther--2012400,"Macera, Bilim-Kurgu, Aksiyon",134,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Mission: Impossible - Yansımalar,UIP,27 Temmuz 2018,2018,645061,13.377100164949516,https://boxofficeturkiye.com/film/mission-impossible-yansimalar--2013479,"Aksiyon, 3 Boyutlu, IMAX",147,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Siccin 5,TME,17 Ağustos 2018,2018,633391,13.358843203955098,https://boxofficeturkiye.com/film/siccin-5--2013939,Korku,92,1,Turkish,18 yaş ve üzeri izleyici kitlesi içindir.
Meg: Derinlerdeki Dehşet,WB,10 Ağustos 2018,2018,615272,13.32981972543603,https://boxofficeturkiye.com/film/meg-derinlerdeki-dehset--2013329,"Korku, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",113,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Kayhan,CGV Mars,9 Şubat 2018,2018,602084,13.308152249440592,https://boxofficeturkiye.com/film/kayhan--2013900,Komedi,105,1,Turkish,13 yaş ve üzeri izleyici kitlesi içindir.
Bohemian Rhapsody,TME,2 Kasım 2018,2018,632461,13.3573738376037,https://boxofficeturkiye.com/film/bohemian-rhapsody--2013645,"Dram, Biyografi",135,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Ölümlü Dünya,UIP,26 Ocak 2018,2018,585498,13.280218046130216,https://boxofficeturkiye.com/film/olumlu-dunya--2013696,Komedi,107,1,Turkish,13 yaş ve üzeri izleyici kitlesi içindir.
Deliler Fatih'in Fermanı,CGV Mars,23 Kasım 2018,2018,579064,13.269168285852416,https://boxofficeturkiye.com/film/deliler-fatih-in-fermani--2014309,"Tarihi, Savaş, Aksiyon",121,1,Turkish,13 yaş ve üzeri izleyici kitlesi içindir.
Fantastik Canavarlar: Grindelwald'ın Suçları,WB,16 Kasım 2018,2018,577163,13.265880001263094,https://boxofficeturkiye.com/film/fantastik-canavarlar-grindelwald-in-suclari--2013366,"Macera, Fantastik, 3 Boyutlu, IMAX",134,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Otel Transilvanya 3: Yaz Tatili,WB,13 Temmuz 2018,2018,575076,13.26225748495833,https://boxofficeturkiye.com/film/otel-transilvanya-3-yaz-tatili--2012987,"Animasyon, 3 Boyutlu",97,0,Foreign,7 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Kaybedenler Kulübü Yolda,UIP,16 Mart 2018,2018,570373,13.25404581175851,https://boxofficeturkiye.com/film/kaybedenler-kulubu-yolda--2013866,"Komedi, Dram",105,1,Turkish,15 yaş ve üzeri izleyici kitlesi içindir.
Ant-Man ve Wasp,UIP,6 Temmuz 2018,2018,517025,13.155846508220876,https://boxofficeturkiye.com/film/ant-man-ve-wasp--2013299,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",118,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Cici Babam,CGV Mars,20 Nisan 2018,2018,440458,12.99557037361513,https://boxofficeturkiye.com/film/cici-babam--2013729,Komedi,104,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Özgürlüğün Elli Tonu,UIP,9 Şubat 2018,2018,426029,12.962262698051871,https://boxofficeturkiye.com/film/ozgurlugun-elli-tonu--2012764,"Dram, Romantik",105,0,Foreign,18 yaş ve üzeri izleyici kitlesi içindir.
Maşa ile Koca Ayı 2: Sonsuz Arkadaşlık,CGV Mars,20 Nisan 2018,2018,418440,12.944288789457698,https://boxofficeturkiye.com/film/masa-ile-koca-ayi-2-sonsuz-arkadaslik--2013735,Animasyon,69,0,Foreign,Genel İzleyici Kitlesi.
Gökdelen,UIP,13 Temmuz 2018,2018,414227,12.934169411719644,https://boxofficeturkiye.com/film/gokdelen--2013609,Aksiyon,102,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Aquaman,WB,28 Aralık 2018,2018,1100819,13.91156500618668,https://boxofficeturkiye.com/film/aquaman--2013202,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",144,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Grinç,UIP,23 Kasım 2018,2018,372923,12.829127242999103,https://boxofficeturkiye.com/film/grinc--2012115,"Animasyon, 3 Boyutlu",90,0,Foreign,Genel İzleyici Kitlesi.
Facia Üçlü,TME,24 Ağustos 2018,2018,361018,12.79668309756782,https://boxofficeturkiye.com/film/facia-uclu--2014221,Komedi,99,1,Turkish,15 yaş ve üzeri izleyici kitlesi içindir.
Kral Şakir Oyun Zamanı,CGV Mars,11 Mayıs 2018,2018,346964,12.756976307149271,https://boxofficeturkiye.com/film/kral-sakir-oyun-zamani--2013728,Animasyon,88,1,Turkish,7 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Üç Harfliler: Beddua,TME,15 Haziran 2018,2018,339737,12.735927067852334,https://boxofficeturkiye.com/film/uc-harfliler-beddua--2013938,Korku,90,1,Turkish,15 yaş ve üzeri izleyici kitlesi içindir.
Rampage: Büyük Yıkım,WB,13 Nisan 2018,2018,327476,12.699170048929409,https://boxofficeturkiye.com/film/rampage-buyuk-yikim--2013400,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",107,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Tomb Raider,WB,16 Mart 2018,2018,317387,12.667877128453677,https://boxofficeturkiye.com/film/tomb-raider--2013355,"Macera, Aksiyon, 3 Boyutlu, IMAX",118,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Görevimiz Tatil,UIP,23 Şubat 2018,2018,315086,12.660600896418735,https://boxofficeturkiye.com/film/gorevimiz-tatil--2013695,"Komedi, Aile",102,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Ölümcül Makineler,UIP,7 Aralık 2018,2018,314951,12.660172350152196,https://boxofficeturkiye.com/film/olumcul-makineler--2013481,"Macera, Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",128,0,Foreign,13 yaş ve üzeri izleyici kitlesi içindir.
Jumanji: Vahşi Orman,WB,29 Aralık 2017,2018,313443,12.655372804342363,https://boxofficeturkiye.com/film/jumanji-vahsi-orman--2012927,"Macera, Aile, Fantastik",119,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Göktaşı,CGV Mars,28 Eylül 2018,2018,312207,12.651421708336771,https://boxofficeturkiye.com/film/goktasi--2014318,Komedi,103,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Ocean's 8,WB,15 Haziran 2018,2018,310338,12.645417305072016,https://boxofficeturkiye.com/film/ocean-s-8--2013401,Suç,110,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Börü,CGV Mars,28 Aralık 2018,2018,575959,13.263791756589017,https://boxofficeturkiye.com/film/boru--2013936,"Dram, Savaş, Aksiyon",126,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Can Feda,UIP,6 Nisan 2018,2018,293604,12.589987199607894,https://boxofficeturkiye.com/film/can-feda--2013698,"Dram, Savaş",109,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Bizi Hatırla,CJ ENM,23 Kasım 2018,2018,294689,12.593675841934816,https://boxofficeturkiye.com/film/bizi-hatirla--2014288,Dram,120,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Bumblebee,UIP,21 Aralık 2018,2018,347596,12.7587961648273,https://boxofficeturkiye.com/film/bumblebee--2013138,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",110,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
4N1K 2,CGV Mars,4 Mayıs 2018,2018,267847,12.498171200947708,https://boxofficeturkiye.com/film/4n1k-2--2014044,"Romantik-Komedi, Gençlik",100,1,Turkish,Genel İzleyici Kitlesi.
İlk Arınma Gecesi,UIP,20 Temmuz 2018,2018,265484,12.48930985419472,https://boxofficeturkiye.com/film/ilk-arinma-gecesi--2013559,"Korku, Aksiyon",98,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Bücür,CJ ENM,21 Eylül 2018,2018,259721,12.467363256915334,https://boxofficeturkiye.com/film/bucur--2013730,"Komedi, Aile",93,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Dehşetin Yüzü,WB,21 Eylül 2018,2018,245363,12.41049402564524,https://boxofficeturkiye.com/film/dehsetin-yuzu--2013589,Korku,96,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Ahlat Ağacı,CGV Mars,1 Haziran 2018,2018,246766,12.416195798151977,https://boxofficeturkiye.com/film/ahlat-agaci--2014239,Dram,188,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Ruhlar Bölgesi: Son Anahtar,WB,12 Ocak 2018,2018,234025,12.363183226239943,https://boxofficeturkiye.com/film/ruhlar-bolgesi-son-anahtar--2013338,"Korku, Gerilim",103,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Pasifik Savaşı: İsyan,UIP,23 Mart 2018,2018,230319,12.34722058349129,https://boxofficeturkiye.com/film/pasifik-savasi-isyan--2012329,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",111,0,Foreign,13 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Küçük Ayak,WB,28 Eylül 2018,2018,225617,12.326594150376954,https://boxofficeturkiye.com/film/kucuk-ayak--2013671,"Animasyon, 3 Boyutlu",96,0,Foreign,Genel İzleyici Kitlesi.
Oflu Hoca Trakya'da,UIP,13 Nisan 2018,2018,212285,12.265684990461317,https://boxofficeturkiye.com/film/oflu-hoca-trakya-da--2013700,Komedi,90,1,Turkish,15 yaş ve üzeri izleyici kitlesi içindir.
İstanbul Muhafızları: Ab-ı Hayat Çeşmesi,CGV Mars,5 Ekim 2018,2018,212246,12.265501258295188,https://boxofficeturkiye.com/film/istanbul-muhafizlari-ab-i-hayat-cesmesi--2014373,"Macera, Animasyon, Aile",90,1,Turkish,Genel İzleyici Kitlesi.
Direniş Karatay,CGV Mars,9 Mart 2018,2018,203383,12.222846179949288,https://boxofficeturkiye.com/film/direnis-karatay--2013956,"Dram, Savaş",118,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Sessiz Bir Yer,UIP,13 Nisan 2018,2018,203349,12.222678993693576,https://boxofficeturkiye.com/film/sessiz-bir-yer--2013611,"Korku, Gerilim, Dram",90,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Alfa Kurt,WB,7 Eylül 2018,2018,198586,12.198977534654247,https://boxofficeturkiye.com/film/alfa-kurt--2013367,"Gerilim, Dram, Aksiyon, 3 Boyutlu, IMAX",96,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
Adalet 2,WB,22 Ağustos 2018,2018,196047,12.186109705384576,https://boxofficeturkiye.com/film/adalet-2--2012855,"Gerilim, Suç, Aksiyon, IMAX",121,0,Foreign,15 yaş ve üzeri izleyici kitlesi içindir.
Kızıl Serçe,TME,2 Mart 2018,2018,195023,12.18087277930843,https://boxofficeturkiye.com/film/kizil-serce--2013265,Gerilim,140,0,Foreign,18 yaş ve üzeri izleyici kitlesi içindir.
Cüce Dedektif Şerlok,UIP,1 Haziran 2018,2018,190352,12.156630268716308,https://boxofficeturkiye.com/film/cuce-dedektif-serlok--2013027,Animasyon,86,0,Foreign,Genel İzleyici Kitlesi.
Cumali Ceber 2,ChF,8 Haziran 2018,2018,188668,12.147744135630049,https://boxofficeturkiye.com/film/cumali-ceber-2--2013984,Komedi,104,1,Turkish,7 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Eski Köye Yeni Adet,CGV Mars,20 Temmuz 2018,2018,182830,12.116312038322553,https://boxofficeturkiye.com/film/eski-koye-yeni-adet--2014235,Komedi,102,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Başlat Ready Player One,WB,30 Mart 2018,2018,181482,12.1089117542153,https://boxofficeturkiye.com/film/baslat-ready-player-one--2012947,"Bilim-Kurgu, 3 Boyutlu, IMAX",140,0,Foreign,7 yaş ve üzeri izleyici kitlesi içindir.
