movie_name,distributor,release_date,release_year,total_audience,log_total_audience,detail_url,genre,runtime_minutes,is_domestic,language,rating
Deccal,CGV Mars,24 Temmuz 2015,2015,170190,12.044670738988724,https://boxofficeturkiye.com/film/deccal--2012775,Korku,94,1,Turkish,15 yaş ve üzeri izleyici kitlesi içindir.
Üç Harfliler 2: Hablis,TME,14 Ağustos 2015,2015,168520,12.034809716092951,https://boxofficeturkiye.com/film/uc-harfliler-2-hablis--2012606,"Korku, Gerilim",100,1,Turkish,13 yaş ve üzeri izleyici kitlesi içindir.
Everest,UIP,18 Eylül 2015,2015,167420,12.028260904214047,https://boxofficeturkiye.com/film/everest--2012147,"Gerilim, Aksiyon, 3 Boyutlu",121,0,Foreign,Genel İzleyici Kitlesi.
Yarının Dünyası,UIP,22 Mayıs 2015,2015,162651,11.999362080053515,https://boxofficeturkiye.com/film/yarinin-dunyasi--2011709,"Macera, Bilim-Kurgu",130,0,Foreign,13 yaş altı izleyici kitlesi aile eşliğinde izleyebilir.
Snoopy ve Charlie Brown Peanuts Filmi,TME,13 Kasım 2015,2015,165431,12.0163094684356,https://boxofficeturkiye.com/film/snoopy-ve-charlie-brown-peanuts-filmi--2011917,"Animasyon, 3 Boyutlu",88,0,Foreign,Genel İzleyici Kitlesi.
Ertuğrul 1890,CGV Mars,25 Aralık 2015,2015,451794,13.020981602715374,https://boxofficeturkiye.com/film/ertugrul-1890--2012653,"Dram, Tarihi, Aksiyon",132,1,Turkish,Genel İzleyici Kitlesi.
Yaktın Beni,UIP,16 Ekim 2015,2015,158062,11.970742640101664,https://boxofficeturkiye.com/film/yaktin-beni--2012811,Komedi,0,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
7 Cüceler,CGV Mars,30 Ocak 2015,2015,157943,11.969989487426073,https://boxofficeturkiye.com/film/7-cuceler--2012497,"Animasyon, 3 Boyutlu",87,0,Foreign,Genel İzleyici Kitlesi.
Git Başımdan,WB,29 Ekim 2015,2015,155413,11.953841368500449,https://boxofficeturkiye.com/film/git-basimdan--2012840,Romantik-Komedi,90,1,Turkish,7 yaş ve üzeri izleyici kitlesi içindir.
Tinker Bell ve Canavar Efsanesi,UIP,15 Mayıs 2015,2015,154774,11.949721267374798,https://boxofficeturkiye.com/film/tinker-bell-ve-canavar-efsanesi--2012283,Animasyon,76,0,Foreign,Genel İzleyici Kitlesi.
